start,end,chapter,paragraph,kind,asset,text,credit,narration,camera,sfx,music,transition
600.068,605.472,Something follows the camera,c09p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_30_lisa.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
605.472,611.838,Something follows the camera,c09p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_35_lisa.jpg,,P.T. © Konami / via Silent Hill Memories,"Four years after the cancellation, the teaser still had a reveal left. A new one came from looking at the old software differently. That is what gets lost when we reduce preservation to keeping a video of the ending. Sometimes the interesting part isn't in the ending. It's just outside the frame.",slow push,chapter punctuation only,ducked licensed score,hard cut
611.838,618.2040000000001,Something follows the camera,c09p04,title,,2019,P.T. / a story of access and preservation,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
618.2040000000001,624.57,Something follows the camera,c09p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_31_lisa.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
624.57,630.4793333333333,"A new console, another closed door",c10p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_03.jpg,,P.T. © Konami / via Silent Hill Memories,"Then the next console generation arrived. In twenty twenty, reviewers reported that P.T. could initially be transferred to early PlayStation Five review hardware and played there. For a moment, the hallway appeared to have made the jump. Later, that stopped working.",slow push,chapter punctuation only,ducked licensed score,hard cut
630.4793333333333,636.3886666666667,"A new console, another closed door",c10p01,title,,2020,P.T. / a story of access and preservation,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
636.3886666666667,642.298,"A new console, another closed door",c10p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_01.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
642.298,646.854,"A new console, another closed door",c10p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_01.jpg,,P.T. © Konami / via Silent Hill Memories,Sony told Polygon that blocking it was a publisher decision. Buying a newer console hadn't opened a permanent way back into the hallway.,slow push,chapter punctuation only,ducked licensed score,hard cut
646.854,651.41,"A new console, another closed door",c10p02,quote,,was a publisher decision,ATTRIBUTED EXCERPT / original source linked in description,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
651.41,657.6313333333333,"A new console, another closed door",c10p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_03.jpg,,P.T. © Konami / via Silent Hill Memories,"Think about the expectation being interrupted. A new console is supposed to move your library forward. In this case, the surviving installation on the older machine remained important. Upgrading the hardware and preserving this experience were no longer automatically the same thing.",slow push,chapter punctuation only,ducked licensed score,hard cut
657.6313333333333,663.8526666666667,"A new console, another closed door",c10p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_23.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
663.8526666666667,670.074,"A new console, another closed door",c10p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_01.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
670.074,676.107,"A new console, another closed door",c10p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_01.jpg,,P.T. © Konami / via Silent Hill Memories,"Those were tests on review hardware in twenty twenty. Fan recreations and recovery methods are another story. The ordinary option, sending a friend the store link, was gone.",slow push,chapter punctuation only,ducked licensed score,hard cut
676.107,682.14,"A new console, another closed door",c10p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_26.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
682.14,688.5933333333334,The game that exists in two versions,c11p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_06.jpg,,P.T. © Konami / via Silent Hill Memories,"By now, there are really two P.T. stories. One is the thing people played: a finite set of rooms, tricks, sounds, and puzzles. The other is the future people built around it. Silent Hills, imagined from a few names and a very effective nightmare.",slow push,chapter punctuation only,ducked licensed score,hard cut
688.5933333333334,695.0466666666666,The game that exists in two versions,c11p01,compare,,P.T. / RELEASED,COMMENTARY / conceptual comparison,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
695.0466666666666,701.5,The game that exists in two versions,c11p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_09.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
701.5,708.2893333333334,The game that exists in two versions,c11p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_09.jpg,,P.T. © Konami / via Silent Hill Memories,"The second story can swallow the first. Every time somebody calls the cancelled project the greatest horror game we never got, the imagined version gets a little bigger. Meanwhile, the actual teaser is sitting there doing something more interesting than being a promise. It works as an experience you can discuss on its own.",slow push,chapter punctuation only,ducked licensed score,hard cut
708.2893333333334,715.0786666666667,The game that exists in two versions,c11p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140814_07.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
715.0786666666667,721.868,The game that exists in two versions,c11p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_21.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
721.868,728.7133333333334,The game that exists in two versions,c11p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_21.jpg,,P.T. © Konami / via Silent Hill Memories,"The corridor, the unreliable familiarity, the need to look closer: those are concrete choices. You can argue about whether the puzzles are satisfying. You can find the atmosphere effective and the final triggers frustrating. It doesn't have to be flawless to deserve a future beyond somebody's memory of it.",slow push,chapter punctuation only,ducked licensed score,hard cut
728.7133333333334,735.5586666666667,The game that exists in two versions,c11p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_06.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
735.5586666666667,742.404,The game that exists in two versions,c11p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_28.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
742.404,748.858,The game that exists in two versions,c11p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_28.jpg,,P.T. © Konami / via Silent Hill Memories,And the camera investigation gives us a better reason to care than nostalgia alone. Preserving an interactive work keeps the possibility of discovering something new in it. Even when the advertising campaign is over. Even when the thing being advertised is never coming out.,slow push,chapter punctuation only,ducked licensed score,hard cut
748.858,755.312,The game that exists in two versions,c11p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_09.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
755.312,761.766,The game that exists in two versions,c11p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140814_07.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
761.766,768.0433333333333,The last loop,c12p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_02.jpg,,P.T. © Konami / via Silent Hill Memories,P.T. began by hiding what it was. It ended up showing us how easily access to a digital experience can become uncertain. The mystery inside the house had an answer. The fate of the project outside it was something players couldn't solve by staring at another photograph.,slow push,chapter punctuation only,ducked licensed score,hard cut
768.0433333333333,774.3206666666666,The last loop,c12p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_03.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
774.3206666666666,780.598,The last loop,c12p01,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_23.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
780.598,786.6433333333333,The last loop,c12p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_23.jpg,,P.T. © Konami / via Silent Hill Memories,"That is why the deletion story sticks. Not because every copy was erased. Because a game could still exist and still be out of reach. Its survival depended, in part, on people keeping an old installation instead of trusting that another download would always be waiting.",slow push,chapter punctuation only,ducked licensed score,hard cut
786.6433333333333,792.6886666666667,The last loop,c12p02,title,,IT STILL EXISTED.,P.T. / a story of access and preservation,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
792.6886666666667,798.734,The last loop,c12p02,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_02.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
798.734,804.1153333333334,The last loop,c12p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_02.jpg,,P.T. © Konami / via Silent Hill Memories,"The promise of Silent Hills remains a what-if. The teaser is something people actually made, actually played, and kept finding things inside. It deserves to be remembered as more than a trailer for an imaginary perfect game.",slow push,chapter punctuation only,ducked licensed score,hard cut
804.1153333333334,809.4966666666667,The last loop,c12p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_03.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
809.4966666666667,814.878,The last loop,c12p03,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_23.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
814.878,820.3340000000001,The last loop,c12p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_23.jpg,,P.T. © Konami / via Silent Hill Memories,"So here's the question I'd leave in that hallway: if you could preserve only one thing, would you keep the original playable experience, or accept a perfect recording of everything we currently know is in it? After Lisa, I'm keeping the controller.",slow push,chapter punctuation only,ducked licensed score,hard cut
820.3340000000001,825.79,The last loop,c12p04,compare,,THE RECORDING,COMMENTARY / conceptual comparison,,timed reveal,chapter punctuation only,ducked licensed score,hard cut
825.79,831.246,The last loop,c12p04,photo,04_MEDIA/images/silent_hills_pt_screen_20140821_02.jpg,,P.T. © Konami / via Silent Hill Memories,,slow push,chapter punctuation only,ducked licensed score,hard cut
